Referencia,biblioteca_walk,biblioteca_bike,biblioteca_car,biblioteca_pt,centros_salud_walk,centros_salud_bike,centros_salud_car,centros_salud_pt,farmacia_walk,farmacia_bike,farmacia_car,farmacia_pt,hospital_walk,hospital_bike,hospital_car,hospital_pt
8594095,16,7,4,14,15,7,5,14,17,8,4,15,39,19,7,31
8594099,16,7,4,14,15,7,5,14,17,8,4,15,39,19,7,31
8594100,16,7,4,14,15,7,5,14,17,8,4,15,39,19,7,31
8796114,4,2,1,4,5,3,2,5,6,3,1,6,74,36,12,26
8796136,4,2,1,4,5,3,2,5,5,2,4,7,74,36,12,26
8296097,14,7,2,13,3,2,1,3,1,1,1,31,44,21,6,17
8796227,5,2,7,4,0,0,7,0,4,2,6,3,87,42,14,33
8796236,6,3,7,6,4,2,6,4,3,1,6,3,85,41,14,33
8796224,5,3,7,6,3,2,6,4,2,1,6,3,86,41,14,33
8597282,10,5,6,9,14,7,3,15,9,4,3,8,71,34,11,30
8597132,14,7,2,16,12,6,3,14,2,1,1,2,77,37,9,25
8795013,32,15,3,29,28,14,3,26,22,10,4,20,77,37,11,48
8596221,15,7,3,16,14,6,4,15,7,3,3,6,75,36,11,26
7991266,12,6,2,11,12,6,3,11,9,4,1,8,97,47,13,46
7991268,12,6,2,11,12,6,3,11,9,4,1,8,97,47,13,46
8394135,37,18,5,34,44,21,6,24,34,16,6,18,13,6,4,11
8397729,4,2,1,3,8,4,2,8,4,2,2,3,55,27,9,30
7989090,35,17,12,31,31,15,11,27,21,10,10,19,116,56,16,51
7991269,10,5,2,9,11,5,3,10,8,4,1,7,96,46,13,45
7991270,10,5,2,7,11,5,3,8,8,4,1,5,96,46,13,43
8397369,12,6,3,11,8,4,1,19,1,0,1,1,61,29,8,24
8398006,5,2,2,5,5,2,2,21,6,3,2,5,70,34,9,30
8093048,37,18,6,26,37,18,6,28,43,21,7,20,74,35,11,42
8294057,16,8,4,27,10,5,2,9,14,7,3,13,34,16,6,18
8397416,5,2,1,4,5,2,1,20,0,0,1,15,61,29,8,27
8294025,13,6,4,25,12,6,2,11,11,5,3,10,32,15,6,16
8294137,13,6,5,12,20,10,4,18,6,3,1,5,46,22,8,29
8294134,14,7,6,12,17,8,4,15,6,3,1,6,43,21,8,26
8397307,4,2,1,4,4,2,1,20,1,1,1,17,62,30,8,29
8497324,31,15,10,29,40,19,8,37,28,14,6,26,86,41,16,44
8397120,7,3,4,7,8,4,2,20,1,0,1,1,58,28,9,28
8397166,8,4,4,8,9,4,2,21,1,1,1,1,60,29,9,29
8397088,6,3,1,6,10,5,3,21,1,1,1,1,57,27,7,27
8397708,2,1,1,2,2,1,1,19,3,1,1,2,67,32,8,27
8397089,6,3,1,6,10,5,3,21,1,1,1,1,57,27,7,27
8397137,6,3,4,6,10,5,2,21,1,1,1,1,57,27,9,27
8395196,9,4,6,8,8,4,4,7,8,4,2,11,39,19,6,19
8394047,37,18,5,34,44,21,6,24,34,16,6,18,13,6,4,11
8394053,11,5,5,23,16,8,3,14,7,3,5,6,24,11,7,14
8395179,2,1,1,16,13,6,2,11,2,1,1,2,26,13,4,12
8596171,10,5,1,21,21,10,4,24,9,4,1,8,67,32,8,31
7891057,20,9,3,18,20,10,4,18,17,8,2,16,106,51,14,54
8397596,4,2,1,3,3,2,1,18,4,2,1,3,69,33,9,28
8092045,32,16,5,29,35,17,6,32,30,15,6,28,82,39,11,49
8397604,7,3,2,7,7,3,2,22,8,4,3,8,68,33,10,33
8092049,32,16,5,29,35,17,6,32,30,15,6,28,82,39,11,49
8397589,6,3,2,6,6,3,2,22,7,3,3,7,68,33,10,33
8397585,6,3,2,5,6,3,2,20,7,3,3,6,67,32,9,31
8397536,6,3,2,6,15,7,1,26,11,6,1,10,58,28,8,32
8397560,7,3,2,6,11,5,2,10,6,3,2,6,58,28,8,30
8397395,7,3,2,6,7,3,2,21,8,4,3,7,69,33,9,32
8397509,6,3,1,6,11,5,3,10,4,2,1,5,58,28,7,30
8397532,6,3,1,6,11,5,3,10,4,2,1,4,58,28,7,30
8397188,3,2,1,3,3,1,1,19,4,2,1,3,68,33,9,28
8596158,7,3,1,6,15,7,4,11,7,4,1,7,56,27,12,28
8397527,5,2,1,4,11,5,3,10,3,1,1,3,56,27,7,25
8396129,14,7,7,12,18,9,4,16,1,1,1,1,37,18,5,21
8396120,16,7,7,14,16,8,4,15,3,2,2,3,38,18,6,23
8398011,9,4,2,8,9,4,2,24,10,5,2,9,74,36,10,34
8398001,9,4,2,8,9,4,2,24,10,5,2,9,74,36,10,34
8398007,7,3,2,6,7,3,2,21,7,3,2,6,72,34,10,31
8398016,10,5,1,9,10,5,1,24,10,5,1,10,75,36,9,34
8392005,29,14,9,34,30,14,9,27,22,11,9,20,48,23,8,36
8394133,32,16,4,30,39,19,5,20,29,14,5,14,9,4,3,7
8396242,5,3,1,5,8,4,2,8,5,3,2,5,55,27,9,33
8396227,4,2,1,3,7,4,2,7,4,2,2,3,54,26,9,33
8395075,12,6,3,27,13,6,3,20,8,4,3,7,29,14,6,19
8397474,4,2,1,4,4,2,1,23,2,1,1,2,62,30,9,28
8397433,6,3,1,5,10,5,2,9,8,4,3,8,57,28,9,31
8496024,11,5,5,10,6,3,5,7,8,4,4,6,62,30,12,31
8496066,12,6,5,11,5,2,5,6,8,4,4,7,61,29,12,30
8396337,4,2,2,4,15,7,4,12,6,3,2,5,33,16,6,17
8397459,4,2,1,4,9,4,2,8,4,2,2,4,56,27,9,30
8396392,2,1,0,1,6,3,1,6,2,1,1,2,53,26,9,31
8396430,2,1,0,2,7,3,1,6,2,1,1,2,54,26,9,31
8396429,2,1,1,2,7,4,1,7,3,1,2,3,54,26,9,30
8396428,2,1,1,2,7,4,1,7,3,1,2,2,54,26,9,31
8396427,3,1,1,3,8,4,2,7,3,1,2,3,55,26,9,30
8394095,28,13,4,27,32,16,5,32,25,12,5,11,6,3,3,3
8397545,3,2,1,4,8,4,2,8,3,2,2,4,55,27,9,30
8394098,25,12,4,26,30,15,5,31,22,11,5,10,5,2,3,1
8396114,2,1,1,1,7,3,2,6,2,1,2,2,54,26,9,31
8394099,24,12,3,27,29,14,5,32,21,10,3,11,4,2,2,2
8396424,2,1,1,2,7,3,2,6,2,1,2,2,54,26,9,31
8396244,3,1,1,3,8,4,2,8,3,1,2,3,54,26,9,28
8397544,4,2,2,4,9,4,2,8,4,2,2,4,56,27,9,30
8394093,18,9,5,30,24,12,6,22,15,7,6,13,21,10,4,16
8496046,22,11,4,17,12,6,3,9,9,4,3,7,55,27,10,35
8496058,18,9,3,16,11,5,3,9,8,4,3,8,54,26,9,25
8496013,8,4,5,7,7,3,3,8,4,2,3,3,63,30,11,32
8796220,13,6,2,11,9,4,2,8,11,5,2,10,82,40,12,39
8397694,13,6,4,12,18,8,5,17,13,6,5,13,65,31,9,32
8497026,11,5,5,10,17,8,5,16,4,2,1,3,68,33,10,33
8397671,14,7,4,12,15,7,4,29,9,4,5,8,65,31,9,32
8397660,8,4,2,7,17,8,4,28,14,7,4,13,60,29,9,34
8494017,26,12,5,23,27,13,7,25,27,13,5,25,8,4,2,6
8494036,19,9,5,17,20,10,7,18,20,10,5,18,11,5,2,9
8795003,24,11,8,22,20,10,7,19,38,18,9,34,80,38,10,44
8795002,24,11,8,22,20,10,7,19,22,11,8,20,80,38,10,44
8397471,7,3,4,6,7,3,4,21,5,2,4,5,64,31,11,30
8497289,29,14,10,27,18,9,9,32,26,12,6,24,83,40,16,42
8796211,15,7,2,13,15,7,2,14,15,7,3,14,101,49,10,41
8497288,20,10,10,28,19,9,9,33,17,8,6,25,82,39,16,43
8796201,15,7,2,13,15,7,2,14,15,7,3,14,101,49,10,41
8495077,18,9,2,16,5,2,1,20,5,2,1,5,37,18,6,25
8497294,9,4,4,4,9,4,4,21,10,5,2,8,67,32,11,29
8497296,16,8,8,14,25,12,6,23,13,6,4,12,77,37,13,41
8497283,17,8,6,15,26,12,6,24,12,6,2,11,77,37,11,41
8497270,16,8,5,15,25,12,5,24,12,6,1,11,77,37,11,40
8496176,7,3,1,7,6,3,3,3,3,1,1,3,52,25,11,24
8497265,18,9,5,17,26,12,3,38,14,7,1,13,78,38,11,42
8496179,9,4,2,8,8,4,3,5,5,2,1,5,51,25,11,26
8496038,21,10,6,19,13,6,4,9,23,11,6,21,51,25,10,31
8496041,24,12,6,19,10,5,4,6,7,3,1,6,48,23,9,27
8397021,5,2,1,4,11,5,3,10,3,1,1,3,56,27,7,25
8497188,4,2,5,4,9,4,3,9,4,2,2,1,64,31,11,32
8696114,7,4,4,23,4,2,1,4,3,2,1,6,65,31,10,30
8095169,21,10,4,11,21,10,3,23,1,1,1,1,59,28,8,28
8195272,21,10,4,12,21,10,3,24,2,1,1,2,59,28,8,29
8497274,2,1,5,2,11,5,3,11,5,2,1,2,66,32,11,33
8797335,12,6,3,11,21,10,6,18,11,5,3,10,85,41,12,36
8797329,7,3,2,6,10,5,5,9,6,3,1,5,80,38,13,31
8797334,7,3,2,6,10,5,5,9,6,3,1,5,80,39,13,31
8797332,7,3,2,6,23,11,8,20,6,3,1,5,80,38,13,31
8797324,7,3,2,6,10,5,5,9,6,3,1,5,80,39,13,31
8495044,15,7,8,13,20,9,4,18,11,5,7,10,46,22,8,31
8797310,12,6,1,12,21,10,8,16,11,5,1,11,85,41,12,33
8496153,7,3,2,6,10,5,4,6,3,1,2,3,50,24,12,24
8496164,6,3,2,6,10,5,5,7,3,1,2,3,52,25,12,24
8496172,8,4,2,7,10,5,4,7,3,2,2,3,49,24,12,24
8496163,6,3,2,6,9,4,4,6,2,1,2,2,51,24,12,23
8497202,13,6,8,12,22,10,6,20,10,5,4,9,74,36,13,38
8496155,6,3,1,6,9,4,4,5,2,1,2,2,51,24,12,23
8498002,20,9,7,18,30,15,6,28,20,9,3,18,84,40,13,45
8496166,7,3,2,6,8,4,4,5,3,1,2,2,51,25,12,23
8497204,18,8,8,16,27,13,7,25,15,7,4,13,79,38,14,42
8496167,6,3,1,6,8,4,4,4,2,1,2,2,52,25,12,23
8496168,5,2,1,4,9,4,3,4,1,1,1,0,53,25,11,21
8498008,20,9,7,18,30,15,6,28,20,9,3,18,84,40,13,45
8498005,20,9,7,18,30,15,6,29,20,9,3,18,84,40,13,45
8498006,21,10,7,19,31,15,6,29,20,10,3,18,84,41,13,46
8696129,3,1,1,3,6,3,2,6,0,0,1,0,75,36,12,26
8696128,3,1,1,3,6,3,2,6,0,0,1,0,75,36,12,26
8398013,11,5,1,10,10,5,1,25,11,5,1,10,76,36,9,35
8398014,9,4,1,8,9,4,1,24,10,5,1,9,74,36,9,34
8397001,9,4,2,8,9,4,2,23,10,5,2,9,71,34,10,34
8596020,5,3,6,5,12,6,3,12,8,4,4,7,67,32,11,35
8597091,5,3,6,5,12,6,3,12,8,4,4,7,67,32,11,34
8597093,5,2,6,4,12,6,3,11,7,3,4,6,66,32,11,34
8696126,6,3,4,21,9,4,2,3,4,2,1,1,61,30,9,29
8594061,15,7,2,13,23,11,4,21,15,7,1,14,41,20,6,36
8696270,6,3,4,17,7,3,2,6,4,2,4,4,71,34,11,26
8194122,22,11,4,12,22,11,3,24,1,0,1,1,58,28,7,28
8496204,7,3,1,6,10,5,2,9,7,3,2,6,57,27,10,33
8094101,33,16,6,14,33,16,5,26,13,6,2,4,71,34,9,30
8196026,17,8,4,16,13,6,3,11,9,4,3,8,57,28,8,30
8293048,38,18,7,33,44,21,7,22,33,16,8,27,20,10,5,11
8294140,33,16,9,39,39,19,10,28,27,13,9,24,27,13,8,17
8094062,23,11,5,14,23,11,4,26,5,2,1,4,62,30,8,27
8797276,3,2,2,3,6,3,1,5,1,0,1,1,88,42,13,31
8094022,25,12,4,15,24,12,4,29,11,5,3,10,70,33,10,33
8094028,23,11,4,13,22,11,3,25,4,2,1,3,61,29,8,26
8094032,23,11,5,14,23,11,4,26,5,2,1,4,62,30,8,27
8094009,23,11,4,13,23,11,3,24,3,2,1,3,61,29,8,27
8797318,3,2,2,3,6,3,1,5,1,0,1,1,88,42,13,31
8094010,23,11,5,14,23,11,4,26,5,2,1,4,62,30,8,27
8990006,99,47,18,78,96,46,16,79,89,43,16,81,136,65,17,107
8990005,99,47,18,78,96,46,16,79,89,43,16,81,136,65,17,107
8094018,34,16,6,14,34,16,5,26,14,7,3,4,71,34,10,30
8094066,31,15,5,13,31,15,4,25,12,6,2,3,69,33,9,29
8094046,31,15,5,20,31,15,4,32,12,6,2,10,69,33,9,34
8497336,10,5,3,9,13,6,4,12,6,3,2,6,61,29,10,32
8497348,10,5,3,9,13,6,4,12,6,3,2,4,61,29,10,32
8094016,34,16,6,23,34,16,5,34,14,7,3,13,71,34,10,37
8094035,50,24,9,26,50,24,8,38,30,15,5,18,62,30,11,42
8094064,50,24,9,26,50,24,8,38,30,15,5,18,62,30,11,42
8093020,51,24,8,36,53,25,7,40,33,16,5,20,64,31,11,44
8395230,10,5,2,9,17,8,4,15,7,3,1,6,34,16,6,23
8092026,34,16,6,23,34,17,6,25,31,15,6,22,71,34,10,39
8093010,36,17,6,26,37,18,6,27,33,16,6,24,73,35,11,41
8092035,36,17,5,26,37,18,6,27,33,16,6,24,73,35,11,41
7995088,36,17,6,25,36,17,6,41,29,14,5,25,90,43,13,47
8093005,38,18,5,27,39,19,6,28,35,17,6,26,75,36,11,43
7995085,29,14,5,21,29,14,5,36,22,11,4,20,83,40,12,42
8796264,10,5,2,9,6,3,2,6,8,4,2,8,84,41,12,37
8093021,39,19,7,28,40,19,7,30,38,18,8,27,76,37,12,44
8093015,44,21,8,35,46,22,8,36,39,19,7,26,70,34,12,49
8497347,13,6,4,12,10,5,3,9,7,3,3,6,61,29,10,34
7996034,31,15,7,24,32,16,7,39,36,17,7,27,96,46,14,48
8093008,40,19,8,34,42,20,8,35,38,18,7,28,73,35,12,50
7996035,31,15,7,28,32,16,7,42,36,17,7,30,96,46,14,51
8496205,23,11,5,21,9,4,3,8,9,4,2,8,56,27,10,33
7996045,32,16,7,29,34,16,7,43,37,18,7,31,97,47,14,52
8696162,8,4,2,17,17,8,3,20,7,3,2,6,70,34,9,26
8094073,36,17,4,25,36,17,4,39,22,11,2,20,81,39,7,43
8696163,9,4,2,18,17,8,3,20,8,4,2,7,71,34,9,26
7994009,29,14,5,22,30,14,5,36,22,11,4,20,78,38,11,40
8796296,10,5,2,9,7,3,2,6,9,4,2,8,85,41,12,37
8797269,29,14,8,26,10,5,2,9,7,3,1,6,82,39,12,33
8797272,26,12,7,23,54,26,7,26,6,3,1,5,85,41,11,33
8796289,10,5,2,9,7,3,2,6,9,4,2,8,85,41,12,37
8797325,9,4,4,8,10,5,2,9,7,3,1,6,82,39,12,33
8696138,4,2,1,4,5,3,1,5,6,3,1,5,74,35,12,25
8696137,3,2,1,3,5,2,1,5,5,2,1,4,74,35,12,24
8696136,3,1,1,4,5,3,1,5,4,2,1,5,74,36,12,25
8796299,4,2,1,4,1,1,1,1,3,1,1,3,86,41,12,33
8696134,3,1,1,2,5,3,1,5,4,2,1,4,74,36,12,25
8696144,0,0,0,0,6,3,1,5,3,1,1,2,74,36,12,25
8896382,3,2,2,3,6,3,2,6,3,2,2,3,92,44,12,32
8095075,24,12,5,14,24,12,4,26,6,3,1,4,64,31,8,27
8795018,34,16,5,31,32,16,6,30,19,9,4,18,81,39,14,52
8795019,31,15,3,29,28,14,3,26,22,10,4,20,77,37,11,48
8795020,31,15,3,29,28,14,3,26,22,10,4,20,77,37,11,48
8796162,3,2,1,3,2,1,1,2,1,1,2,1,88,43,12,31
8796147,3,2,1,3,2,1,1,2,1,1,2,1,88,43,12,31
8796274,5,2,7,4,4,2,7,4,1,1,6,1,86,41,14,32
8093017,45,22,7,29,50,24,7,29,32,16,4,13,56,27,8,37
8193027,38,18,7,25,43,21,7,26,33,16,5,20,49,24,8,33
8094044,39,19,9,35,40,19,8,35,22,10,5,19,63,30,11,42
8095085,18,8,3,14,18,8,3,26,3,1,1,2,61,30,8,30
8195171,10,5,3,9,11,5,3,10,7,3,1,6,56,27,8,34
8195162,11,6,3,10,13,6,3,12,9,5,2,9,61,29,8,38
8796283,4,2,2,4,5,2,1,4,1,1,1,1,86,42,12,32
8195133,10,5,2,9,10,5,3,7,6,3,1,4,57,28,8,25
8797300,7,3,7,6,9,4,6,8,4,2,6,4,86,41,14,34
8797289,7,3,2,6,9,4,2,8,4,2,1,4,86,41,11,34
8196007,8,4,2,7,11,5,2,24,3,2,1,3,57,28,8,31
8797293,26,13,7,23,10,5,2,7,7,3,1,4,85,41,11,32
8195140,10,5,3,9,9,4,3,8,6,3,1,5,56,27,8,33
8196246,14,7,3,12,9,4,3,8,12,6,3,11,56,27,8,32
8196128,17,8,4,16,13,6,3,11,9,4,3,8,57,28,8,30
8196220,6,3,2,5,10,5,1,22,2,1,1,2,59,28,7,29
7995025,33,16,5,22,33,16,5,38,26,12,5,22,86,42,13,44
8092034,33,16,6,20,34,16,7,22,31,15,7,19,64,31,10,35
8193009,43,21,8,23,48,23,7,23,32,15,4,7,54,26,8,31
8296659,0,0,0,0,9,4,2,8,9,4,1,16,58,28,7,24
8296645,0,0,1,0,9,4,2,8,9,4,1,16,58,28,7,25
8193030,36,18,6,21,41,20,6,21,25,12,3,5,47,23,7,28
8296655,9,4,0,8,10,5,2,9,2,1,1,10,51,25,7,21
7991006,8,4,2,7,9,4,2,8,6,3,1,5,94,45,12,43
8194097,28,13,6,26,28,14,5,26,22,10,4,20,67,32,7,34
8092021,30,14,5,19,31,15,5,21,27,13,5,18,68,32,10,35
8194056,21,10,7,18,26,12,6,18,18,8,3,17,35,17,7,7
8297077,5,2,1,5,1,0,1,1,2,1,1,2,58,28,8,21
8193052,40,19,7,23,44,21,6,23,34,16,5,17,50,24,7,31
8193050,34,16,7,24,38,18,6,25,28,13,5,19,44,21,7,30
8195232,8,4,4,8,10,5,4,9,4,2,4,4,52,25,9,28
8195200,6,3,4,7,7,4,3,8,7,3,3,6,54,26,8,29
8297101,2,1,0,2,3,1,2,3,2,1,2,2,62,30,9,24
8295054,10,5,5,9,15,7,2,14,4,2,2,4,46,22,6,27
8295155,19,9,6,17,15,7,5,13,16,8,6,14,43,21,9,26
8296705,17,8,2,16,6,3,1,6,5,2,1,33,47,23,6,20
8294117,15,7,6,14,15,7,4,13,8,4,1,7,40,19,8,24
8294028,13,6,6,12,17,8,5,15,6,3,1,5,46,22,8,27
8597019,2,1,5,2,14,7,3,13,8,4,2,5,68,33,10,30
8597134,16,8,8,15,19,9,6,22,22,10,5,18,80,39,14,42
8497301,16,8,8,15,27,13,7,25,16,8,4,15,80,39,14,42
8696269,4,2,1,4,5,3,1,5,5,3,1,5,74,35,12,25
8696281,2,1,0,2,5,2,2,4,3,2,1,3,73,35,12,24
8297455,9,4,3,8,9,4,2,8,2,1,1,2,54,26,8,23
8597247,18,9,3,18,13,6,3,15,8,4,3,8,72,34,11,30
8597211,11,5,6,10,15,7,2,16,10,5,2,9,72,35,10,32
8597210,11,5,6,10,15,7,2,16,10,5,2,9,72,35,10,32
8597199,11,5,6,10,15,7,2,16,10,5,2,9,72,35,10,32
8496214,23,11,6,16,11,5,4,7,26,12,6,17,49,23,9,24
8297253,10,5,2,9,8,4,2,7,0,0,1,0,52,25,7,22
8095155,17,8,3,15,17,8,2,27,2,1,1,2,63,30,9,31
8297265,10,5,1,9,8,4,2,8,1,1,1,1,53,26,7,22
8494101,22,11,4,21,24,12,6,22,24,12,4,22,7,3,2,4
7891035,19,9,4,18,20,9,4,18,17,8,3,15,105,51,14,53
7891032,19,9,4,17,19,9,4,17,16,8,3,15,104,50,14,53
8492093,27,13,5,24,34,16,8,31,25,12,4,22,60,29,11,48
8394108,16,8,2,28,19,9,4,33,19,9,4,17,14,7,4,11
8394109,16,8,2,28,19,9,4,33,19,9,4,17,14,7,4,11
8394110,18,9,2,23,21,10,4,28,20,10,4,19,13,6,4,5
8394111,18,9,2,23,21,10,4,28,20,10,4,19,13,6,4,5
8394083,19,9,2,28,21,10,4,33,21,10,4,19,12,6,4,9
8394104,19,9,4,28,21,10,6,33,21,10,6,19,12,6,2,9
8494118,22,11,4,20,27,13,5,35,24,12,4,22,7,3,2,5
8598001,18,9,8,16,16,8,6,19,15,7,5,14,83,40,13,44
8593100,14,7,5,12,7,3,4,7,12,6,4,11,43,21,7,37
8594023,6,3,1,5,15,7,4,13,7,4,1,7,32,16,6,28
8594057,3,1,1,2,11,5,3,10,4,2,1,3,28,14,5,25
8393023,35,17,6,31,42,20,7,19,35,17,6,16,11,5,5,9
8393046,36,17,6,33,43,21,7,21,35,17,6,18,13,6,5,11
7891049,20,9,3,18,20,10,4,18,17,8,3,16,106,51,14,54
7891048,19,9,4,17,19,9,4,17,16,8,3,15,104,50,14,51
8596045,12,6,1,4,17,8,4,9,9,4,1,4,55,26,11,25
8597239,17,8,3,17,10,5,2,13,6,3,2,5,76,37,10,28
8697544,11,5,3,10,2,1,1,1,2,1,1,3,81,39,9,31
7891063,21,10,4,19,22,10,4,20,19,9,3,17,104,50,14,55
8697549,8,4,1,7,8,4,2,12,1,0,1,1,80,39,9,28
7891041,19,9,3,17,19,9,4,17,16,8,3,15,104,50,14,51
8496209,3,1,0,3,11,5,3,7,3,1,1,3,54,26,11,24
8697518,8,4,2,7,4,2,2,10,2,1,2,33,81,39,9,28
8697519,8,4,2,8,4,2,2,11,2,1,2,32,81,39,9,28
8596039,5,2,1,4,12,6,4,9,5,2,1,4,54,26,11,25
8596054,4,2,1,3,11,5,4,8,4,2,1,4,55,26,11,24
8696217,4,2,4,20,9,4,2,8,7,3,2,6,64,31,10,34
8696212,7,3,3,20,9,4,3,8,7,3,1,3,60,29,10,30
8696211,8,4,3,24,11,5,3,8,8,4,1,7,59,28,10,33
8696246,5,2,3,21,12,6,3,8,4,2,1,3,61,29,9,34
8597273,13,6,3,11,0,0,1,7,0,0,1,0,82,39,10,32
8697420,10,5,2,9,5,2,3,11,2,1,1,31,82,39,10,29
8597277,14,7,3,12,1,1,1,6,1,1,1,1,81,39,10,33
8596126,6,3,6,6,7,3,3,7,2,1,4,2,62,30,11,30
8597259,15,7,3,14,3,1,1,7,3,1,1,2,83,40,10,34
8697503,14,7,2,10,10,5,4,11,4,2,1,1,87,42,10,30
8697504,14,7,2,10,10,5,4,11,4,2,1,1,87,42,10,30
8697505,14,7,2,9,9,4,4,11,3,1,1,31,86,41,10,28
8697506,14,7,2,9,9,4,4,11,3,1,1,31,86,41,10,28
8596006,17,8,3,16,9,4,2,9,4,2,1,4,63,30,12,32
8696181,4,2,1,18,8,4,4,8,3,1,1,3,68,33,10,27
8596005,17,8,3,13,9,4,2,6,4,2,1,2,63,30,12,30
8596047,14,7,3,13,9,4,2,6,6,3,1,5,61,29,11,29
8596060,8,4,1,19,18,9,4,21,7,3,1,6,69,33,8,29
8696171,7,4,1,17,16,8,4,19,6,3,1,6,69,33,9,25
8696170,5,2,1,16,7,3,4,6,4,2,1,4,69,33,9,26
8696167,5,2,1,17,7,3,4,6,4,2,1,4,69,33,9,26
8696176,5,3,2,17,7,3,3,7,4,2,1,3,70,34,9,25
8596169,6,3,6,6,13,6,3,12,8,4,4,8,68,33,11,35
8696199,4,2,4,1,6,3,2,6,5,2,4,4,69,33,11,26
8696186,6,3,4,18,6,3,2,6,5,2,4,4,70,34,11,27
8696307,1,1,1,18,7,4,4,7,3,1,1,2,67,32,9,29
8596090,15,7,4,29,24,12,6,19,3,1,2,2,54,26,9,32
8596094,4,2,1,4,13,6,4,10,14,7,5,13,57,27,12,26
8696295,5,2,0,19,9,4,4,8,4,2,1,3,67,32,9,28
8596103,18,8,3,16,9,4,3,9,5,2,1,4,64,31,12,32
8596097,20,10,4,18,12,6,3,12,7,3,2,7,66,32,12,33
8596070,10,5,6,5,17,8,5,17,12,6,4,11,68,33,12,32
8596071,10,5,6,5,17,8,3,17,12,6,3,11,68,33,11,32
8497310,5,2,5,5,10,5,2,10,5,2,1,3,65,31,12,33
8697501,16,8,4,14,10,5,3,9,4,2,1,3,73,35,9,26
8596105,10,5,6,5,17,8,5,17,12,6,4,11,68,33,12,32
8596133,20,10,4,19,18,8,5,18,13,6,4,11,67,32,12,34
8596134,15,7,5,22,18,8,5,18,13,6,4,11,67,32,12,34
8596201,21,10,4,19,19,9,5,20,14,7,4,13,67,32,12,35
8596203,20,10,4,18,18,9,5,19,13,6,4,12,66,32,12,34
8596196,20,9,4,18,11,5,3,11,7,3,1,6,66,32,13,34
8596204,15,7,5,22,18,8,5,18,13,6,4,11,67,32,12,34
8597017,15,7,2,15,14,6,3,13,7,3,2,2,75,36,10,25
8597012,15,7,3,16,14,6,4,15,7,3,3,6,75,36,11,26
8597011,15,7,3,16,14,6,4,15,7,3,3,6,75,36,11,26
8597066,15,7,3,16,14,6,4,15,7,3,3,6,75,36,11,26
8497319,0,0,6,0,12,6,3,12,6,3,2,4,67,32,11,31
8596027,18,9,4,16,10,5,3,9,5,2,1,5,64,31,12,33
8596012,17,8,10,15,8,4,10,8,4,2,11,3,63,30,7,31
8597137,11,5,6,10,15,7,4,16,10,5,3,9,70,33,11,31
8597124,10,5,6,6,13,6,3,14,8,4,3,7,71,34,11,28
8596019,6,3,6,5,12,6,3,12,8,4,4,7,67,32,11,35
8596164,6,3,6,5,12,6,3,12,8,4,4,7,67,32,11,35
8597044,16,8,3,18,11,5,4,13,2,1,1,2,77,37,10,27
8597046,19,9,4,17,6,3,2,9,4,2,3,5,76,37,9,30
8597056,17,8,4,17,11,5,2,13,6,3,2,5,76,37,9,28
8596024,20,10,3,19,15,7,4,16,10,5,3,9,73,35,11,31
8597055,16,8,3,16,10,5,4,12,5,2,3,4,76,36,11,27
8597113,16,8,3,16,10,5,4,12,5,2,3,4,76,36,11,27
8696051,5,2,1,4,5,2,1,4,2,1,3,5,73,35,12,27
8696049,7,3,4,23,9,4,2,6,4,2,1,4,60,29,9,32
8696048,4,2,1,3,4,2,1,4,3,2,3,6,73,35,12,24
8696047,4,2,1,3,5,2,1,4,5,2,1,5,73,35,12,25
8696046,4,2,1,3,4,2,1,4,5,2,1,4,73,35,12,24
8696045,4,2,1,3,5,2,1,4,5,2,1,4,73,35,12,24
8696044,4,2,1,2,5,2,1,4,5,2,1,3,73,35,12,24
8696043,2,1,1,2,5,2,1,4,3,2,1,3,73,35,12,24
8696071,1,1,0,1,5,2,1,4,2,1,1,1,73,35,12,25
8596053,11,5,2,26,18,9,4,11,9,4,3,8,55,26,8,35
8697466,9,4,3,8,25,12,6,20,7,3,3,6,79,38,11,31
8696073,3,1,1,3,6,3,1,5,1,0,1,1,74,36,12,26
8696060,3,1,1,3,6,3,1,5,1,0,1,1,74,36,12,26
8695010,10,5,3,25,12,6,3,9,9,4,1,8,57,27,10,34
8697438,4,2,1,3,6,3,2,6,2,1,1,2,75,36,12,27
8696077,9,4,2,8,3,1,1,2,5,2,3,7,68,33,12,29
8696076,8,4,5,22,3,1,1,3,6,3,3,9,67,32,12,29
8696062,6,3,5,22,3,2,1,3,4,2,1,7,66,32,11,30
8696072,6,3,5,22,4,2,1,3,5,2,1,8,66,32,11,30
8696082,7,3,6,21,9,4,2,6,7,3,2,4,67,32,12,31
8295142,17,8,7,15,4,2,2,4,3,2,1,3,38,18,5,17
8696018,4,2,4,21,8,4,2,7,3,2,1,5,63,30,10,33
8696017,4,2,4,21,8,4,2,7,3,2,1,5,63,30,10,33
8295150,15,7,3,14,16,8,3,15,13,6,3,12,45,22,5,23
8696015,5,2,4,21,8,4,2,7,3,1,1,4,62,30,10,32
8696010,8,4,4,24,9,4,2,8,4,2,1,6,64,31,10,33
8696020,8,4,4,24,9,4,2,8,4,2,1,6,64,31,10,33
8696008,6,3,4,22,6,3,2,6,2,1,1,5,63,30,10,32
